LINE_PRICE	CUST_CODE	CUST_FNAME	LINE_QTY	CUST_LNAME	CUST_STREET	PROD_SKU	CUST_CITY	INV_TOTAL	CUST_STATE	LINE_NUM	CUST_ZIP	INV_NUM	CUST_BALANCE	EMPLOYEE_ID	INV_DATE
11.99	465	MARGOT	4	ANDRADE	1173 ECHO STREET	7158-LJP	Pinebluff	277.04	NC	5	28373	994	1830.04	84049	41398
8.99	466	BRITNEY	5	BOWERS	1562 ELLEN AVENUE	7538-ITC	Pacolet	239.9	SC	2	29372	1710	0	84106	41473
21.59	467	PHOEBE	3	MINER	830 DISCOVERY HEIGHTS CIRCLE	8523-UCB	Olivia	64.77	NC	1	28368	1992	0	84420	41502
18.59	468	LOTTIE	3	FIGUEROA	341 SOUTHWIND CIRCLE	3610-RKR	Spring Hope	355.46	NC	5	27882	1395	1359.91	84364	41440
34.49	469	GREGORY	3	BOYLE	485 JENNIFER CIRCLE	8207-YYG	Elkland	103.47	PA	1	16920	1004	103.47	83593	41399
17.79	470	JULIAN	1	SEYMOUR	147 CRABTREE LANE	4153-VMO	Ashland	329.67	ME	4	4759	1334	1141.85	83850	41433
3.29	471	PHYLISS	2	KANE	8 CHAFFEE CIRCLE	3561-LYU	Portland	6.58	IN	1	47371	1410	664.26	84276	41442
14.99	472	EVETTE	5	JAMISON	1283 MAX CIRCLE	7762-STV	Fort Myers	74.95	FL	1	33903	3232	0	83621	41632
13.99	473	SHASTA	2	AMOS	1852 LITTLE BEND CIRCLE	9268-RCB	Ridgeway	150.98	CT	5	6905	3131	647.42	83878	41621
21.99	474	KENYATTA	5	LEON	1690 PULLEN CIRCLE	7532-PYJ	Stryker	180.72	OH	2	43557	1020	180.72	84334	41400
35.99	475	STELLA	3	BASS	1547 EAST 17TH AVENUE	2699-GNS	Pompano Beach	295.4	FL	3	33063	1128	755.16	84078	41412
13.99	476	ODELL	4	HOPPER	1218 SHELLI DRIVE	5250-JDL	Capels	293.85	WV	5	24820	1024	0	83820	41401
12.59	477	RANDELL	4	SEGURA	827 CHARING CROSS CIRCLE	1838-LZI	Camp Johnson	324.81	VT	2	5446	3252	873.94	83964	41634
9.99	478	ZELLA	1	GOLDMAN	403 GENORA STREET	4812-CMJ	Saint Augustine Beach	380.26	FL	6	32086	1928	1085.42	83820	41495
21.59	479	CATHLEEN	3	WHITMAN	1712 NORTHFIELD DRIVE	8523-UCB	Marshallville	64.77	GA	1	31057	2741	834.83	83734	41582
12.99	480	CLARK	4	KIDD	506 EAST 71ST AVENUE	7179-YXG	Blounts Creek	203.62	NC	6	27814	3287	0	83820	41637
38.99	481	MILAN	2	PARRA	1152 HOME PLACE	6865-HAO	Needmore	233.49	PA	6	17238	1396	427.79	83964	41440
3.99	482	SEAN	3	VOGT	180 KNOWLES CIRCLE	3036-PCT	Latrobe	136.87	PA	3	15650	2273	451.09	84049	41532
10.99	483	DALIA	4	GOODMAN	1823 BEACHVIEW PLACE	5445-XOY	Miami	203.91	FL	2	33013	2631	1090.09	83936	41569
23.59	484	OLIVIA	2	CARMICHAEL	1204 MATTHEWS DRIVE	4465-QHD	Orchard Hill	47.18	GA	1	30266	2087	2400.29	83763	41512
12.99	485	DARLINE	1	VENTURA	1168 RICHARD EVELYN BYRD STREET	2116-PVN	Pittston	91.91	PA	4	18641	1583	774.43	83677	41460
14.99	486	LEE	3	MCGHEE	1135 DELRIDGE CIRCLE	1153-AWY	Fairdale	233.9	PA	3	15320	1832	1094.5	83878	41486
20.59	487	ROSENDO	2	REYNA	1009 HAMPSHIRE BOULEVARD	4072-SWV	Gunter Afs-Eci	41.18	AL	1	36118	3016	0	84106	41609
13.99	488	GLORY	1	REILLY	789 SUNSTONE CIRCLE	9234-WCQ	Tribes Hill	159.87	NY	5	12177	2400	856.04	84334	41546
23.59	489	MARINA	2	HILTON	1772 RHONE STREET	1198-STR	Jackson	275.44	PA	5	18825	2415	1853.07	83677	41547
34.99	490	VELIA	5	STERN	112 BETULA DRIVE	8821-DDM	Fechtig	196.71	SC	3	29916	3453	478.54	84392	41655
28.49	491	LAKEISHA	2	BRUCE	1792 INDIANA STREET	5496-MRA	Fairdale	94.95	PA	3	15320	2814	192.88	84134	41589
11.59	492	MOLLIE	5	STALLINGS	1149 HERITAGE PLACE	7627-HHI	Union	70.52	WV	3	24983	1070	0	83792	41405
29.99	493	SOPHIE	2	CRANDALL	1806 HIGHLAND PARK AVENUE	2384-PGY	Needham Heights	178.29	MA	5	2194	3406	1229.59	84078	41650
7.59	494	SHAMIKA	4	HAM	584 ESHAMY BAY DRIVE	2231-OXK	Culpeper	161.67	VA	4	22701	2460	0	83936	41552
12.39	495	DUDLEY	1	HAMMOND	1502 ENGLAND CIRCLE	2584-CIJ	Seney	95.33	MI	3	49883	1073	95.33	83906	41406
15.29	496	ANGELIA	3	RANKIN	447 GULF CIRCLE	9686-HQV	Rochester	105.85	NY	2	14642	3130	729.58	84420	41621
16.99	497	TERESITA	4	LOVE	1499 EASTHAVEN CIRCLE	8170-EKF	Iron City	449.82	TN	5	38463	1869	797.42	83820	41490
18.59	498	GERARD	1	HARE	1253 GALENA BAY LOOP	4346-GCP	Soldier	329.26	KY	6	41173	2834	1911.29	84191	41591
23.59	499	JERRI	4	BLAIR	489 BRIDGESTONE COURT	2996-VMO	Adelphi	386.76	OH	4	43101	2931	1101.57	83649	41600
7.79	500	DAMARIS	5	PAUL	310 SEAWIND DRIVE	8751-IOK	Plantation	396.11	FL	6	33318	2859	490.92	84334	41593
14.99	501	BRENDON	1	HARDEN	1242 BROWNIE DRIVE	1153-AWY	Point Farm	83.46	VT	3	5458	2433	506.87	84334	41549
31.99	502	ENRIQUE	4	KNUTSON	877 CHARLOTTE PLACE	5980-BME	Riverdale	228.07	MD	4	20797	2881	658.7	83850	41595
22.59	503	JEANNA	1	KAPLAN	1603 PORSCHE STREET	1854-AFJ	Brownstown	261.43	PA	6	17508	2471	414.1	84021	41553
38.99	504	EUNICE	2	LEBLANC	1104 MERRILL FIELD DRIVE	2455-ZKN	Spencer Mountain	77.98	NC	1	28054	3328	2623.31	83621	41641
23.99	505	EULALIA	1	SINGH	1876 WEST 73RD CIRCLE	5595-NYE	Nelse	82.35	KY	2	41550	1398	0	84163	41440
15.89	506	SUN	5	MCKENZIE	760 THIEL CIRCLE	2134-QFE	Kings Grove	179.41	MD	2	21529	1892	359.36	84248	41491
25.99	507	TREVA	1	YOUNG	1004 GRIZZLY LANE	2046-RUS	Saint Marys	406.8	IN	6	46808	1312	3081.46	84306	41431
14.69	508	WHITNEY	2	MCCARTY	554 KARLUK STREET	5587-MNY	Tyringham	137.13	MA	3	1264	2680	0	83964	41574
13.99	509	ELTON	4	DOOLEY	796 HILLSIDE WAY	5250-JDL	Northfield	197.14	MA	6	1360	1457	0	84021	41446
23.99	510	ZELDA	3	BATES	1078 WEST 71ST COURT	5595-NYE	New Haven	106.94	IN	3	46774	1933	1360.28	83878	41495
8.99	511	CHRISTEN	3	ASH	1817 MARY ESTHER DRIVE	7538-ITC	Jacinto	116.92	MS	2	38865	1570	0	83649	41459
13.39	512	JETTIE	4	CHURCH	1427 WINDFLOWER STREET	2212-MNF	Oella	403.38	MD	6	21043	1560	533.5	83677	41457
23.59	513	KURTIS	3	FUNK	1418 INLET PLACE	2996-VMO	Marsh	70.77	PA	1	19520	2031	0	83964	41506
41.99	514	JEANNETTE	2	JORDAN	1671 MAYWOOD CIRCLE	3933-NSU	Ely	184.29	VT	3	5045	2846	0	83850	41592
32.99	515	BLAINE	2	BLACKBURN	824 PUMA DRIVE	5541-HST	Albion	415.9	NJ	6	8009	2632	643.14	84134	41569
17.79	516	TERENCE	3	PAULSON	1828 STEWART MOUNTAIN DRIVE	8571-CKP	Ewing Township	232.2	NJ	5	8628	3315	0	84134	41640
13.59	517	DENVER	2	WOLFE	1519 SEWARD HIGHWAY	7355-WBT	Pocono Summit	296.66	PA	5	18346	2441	303.64	84248	41550
17.99	518	DANILO	3	SANCHEZ	884 FAWN COURT	8338-JZU	Ashville	229	PA	6	16613	1132	229	84392	41412
19.99	519	HANK	1	BERGMAN	1537 UPPER TERRACE STREET	7658-HCW	East Salem	169.94	PA	2	17059	2152	1061.58	84134	41519
20.59	520	NATHAN	3	NADEAU	433 SPRING COURT	2553-FSW	Tampa	302.48	FL	4	33634	1140	302.48	83993	41413
3.99	521	MELLISSA	1	WASHINGTON	1783 SIERRA MESA CIRCLE	3274-XJX	Harrison	72.97	PA	2	16927	2077	518.2	84191	41511
43.99	522	ALBERTA	1	LYON	276 LAVERNE PLACE	7224-FEU	Welcome	68.57	NY	2	13810	2029	390.13	83677	41506
25.99	523	JULIETA	2	BUSBY	1303 KASKANAK DRIVE	2046-RUS	Mableton	245.9	GA	3	30059	2499	819.11	83850	41556
36.99	524	LETHA	4	LONGORIA	827 SHARON GAGNON LANE	3716-WZD	Raleigh	217.32	NC	3	27614	2369	0	84364	41542
13.99	525	CLINTON	5	BOWDEN	1228 YELLOWSTONE DRIVE	5161-GIZ	Garrard	219.5	KY	3	40941	1152	0	83593	41414
42.99	526	NICK	1	STEIN	992 LOCARNO DRIVE	1403-TUY	Cambra	252.68	PA	5	18611	2567	681.3	83537	41563
20.99	527	LON	1	SLOAN	253 SHADY BIRCH PLACE	1200-KBU	Marshville	96.33	NY	5	13317	1920	0	83621	41494
17.99	528	ANTOINE	1	HURD	1086 ALPENHORN AVENUE	2262-NBI	Macy	17.99	IN	1	46951	1385	33.17	84191	41439
38.99	529	LAWRENCE	3	ASH	105 GILL WAY	3161-XJS	East Shoals	171.73	IN	2	47581	2229	618.58	84276	41527
32.89	530	EDNA	3	ARROYO	842 EAST HENKINS ROAD	6109-ZZO	Calvary	120.12	GA	2	31729	2545	410.45	84106	41561
19.99	531	EMMITT	1	THORPE	1987 EAST LOOP ROAD	7658-HCW	Perkinsville	19.99	VT	1	5151	1165	19.99	83936	41416
29.99	532	MADONNA	5	SHELTON	679 MOUNT MC KINLEY VIEW DRIVE	2384-PGY	North Miami	272.27	FL	3	33169	2025	2228.41	83878	41505
7.99	533	NATHANAEL	5	BRUNER	327 NEWCASTLE WAY	2129-BCP	Sunapee	293.79	NH	6	3782	1732	0	83964	41475
14.59	534	INDIA	1	KRAMER	728 CURLEW CIRCLE	1078-QXL	Joliett	206.49	PA	4	17981	1986	0	84134	41501
23.29	535	JULIO	5	BRITT	692 CHILKAT COURT	1074-VVJ	Cross Fork	116.45	PA	1	17729	2183	0	83734	41522
23.99	536	TAYLOR	2	BAXTER	750 PUSSYWILLOW STREET	5595-NYE	Huntington	365.81	WV	6	25721	2971	715.04	84420	41604
31.99	537	BERT	5	ROBERSON	1482 LAURA LEE CIRCLE	2611-QYG	Alpha	191.33	NJ	2	8865	3379	1407.04	83993	41647
5.59	538	CHIQUITA	4	CALDWELL	1501 BRIGGS COURT	3061-DOI	Normal	143.9	AL	3	35762	1199	1456.9	84078	41420
12.99	539	WILFORD	3	HINTON	1688 NORM CIRCLE	7316-MQD	Bowling Green	569.19	IN	6	47833	3322	2416.15	84078	41641
4.29	540	INGE	2	SAENZ	534 MINERAL CIRCLE	5602-QBF	Abbot Village	116.55	ME	2	4406	3199	772.74	83792	41628
23.29	541	CLIFTON	1	GIBBONS	1990 UPPER TULWAR LOOP	2233-GJH	Roseland	264	IN	5	46637	2500	443.5	84134	41556
23.29	542	SAMMY	2	SALTER	128 KNOLL CIRCLE	1663-CDD	Philadelphia	217.06	PA	5	19123	1621	428.34	83649	41464
19.99	543	KRISTEN	2	FERNANDEZ	735 STEPHAN VALLEY DRIVE	7658-HCW	Hardwick	186.61	GA	4	31034	2790	2754.39	83734	41586
12.99	544	DEB	4	HOLMAN	1598 CHEROKEE COURT	7179-YXG	Glens Falls	61.83	NY	2	12801	3449	0	83565	41655
15.79	545	BOBBY	5	SHEARER	1921 WOODS POINTE CIRCLE	8909-SPD	Big Springs	414.91	OH	6	43347	2375	425.9	84334	41543
14.59	546	DEANDRE	5	JAMISON	1571 HANES STREET	9858-XUM	Miami	280.44	FL	5	33169	2279	2980.01	84392	41532
23.59	547	LASHANDA	2	MULLER	1085 ECHO DRIVE	2996-VMO	Jackson	229.96	MS	6	39215	2292	0	83850	41534
13.59	548	HOUSTON	3	HAWKINS	1522 NORTH KLATT ROAD	4241-UOF	Saint Marys	570.07	IN	6	46818	2171	0	84334	41521
31.99	549	RODRIGO	5	OBRIEN	499 CEDAR WOODS CIRCLE	2611-QYG	North Valley Stream	269.9	NY	4	11580	2502	677.45	84078	41556
17.79	550	PATRICA	5	RYAN	359 UPPER LOWLAND AVENUE	4153-VMO	Hillsboro	177.86	OH	4	45133	3011	0	84248	41609
32.99	551	DOREEN	1	HANLEY	90 WHITE DRIVE	5541-HST	Strongs	386.89	MS	4	39730	2758	1077	83621	41583
17.99	552	SCOTT	3	GOODRICH	486 HAMMOND ROAD	2262-NBI	Colonial Bch	53.97	VA	1	22443	2602	0	84276	41566
12.29	553	JAYME	3	LOCKWOOD	194 GROUSE DRIVE	9413-EHI	Conklin	220.79	MI	4	49403	1761	0	84106	41478
20.59	554	JAMAL	3	CROWDER	776 CAREER CENTER DRIVE	3701-YAW	Bristol	76.36	CT	2	6010	2984	0	84163	41606
13.99	555	JERALD	1	PRICE	819 LEGACY DRIVE	9234-WCQ	Killingly	124.29	CT	6	6239	3115	904.9	84219	41620
11.49	556	LINNEA	1	HATFIELD	1743 MESA PLACE	4431-LGU	Dayville	262.43	CT	6	6241	2464	0	84078	41553
17.29	557	ANGEL	5	PONCE	1895 MINNESOTA SB OFF DIMOND RAMP	5659-BFS	Cedar Mountain	167.2	NC	3	28718	3165	1720.74	83593	41624
32.89	558	STEPHENIE	2	MCKENZIE	1039 DELAWARE PLACE	6109-ZZO	Wilkes Barre	215.73	PA	3	18763	1698	0	84248	41471
10.99	559	RUBY	3	MCMILLAN	266 OLIVIA DRIVE	6858-EJW	Ridgemede	356.98	IN	5	47401	1970	440.93	83763	41500
15.59	560	ALIDA	4	ROMAN	1769 SOUTHPARK LOOP	4260-FGB	Pittsburgh	239.29	PA	5	15226	2824	0	83792	41590
19.99	561	LENARD	1	MEAD	252 KINGSTON DRIVE	7658-HCW	Canaan	19.99	IN	1	47224	3056	0	84106	41614
13.59	562	AMBROSE	4	HAMPTON	1605 DAVID LANE	6626-ROK	Essex	225.31	MD	4	21221	2933	419.1	84134	41601
32.99	563	ADELAIDA	5	FOOTE	1354 HOLLYBERRY CIRCLE	9292-RQZ	Columbus	164.95	OH	1	43291	1366	0	83649	41437
7.59	564	FERN	3	PALMER	501 LYVONA LANE	2200-DAI	Brant Beach	126.24	NJ	2	8008	1516	463.09	84021	41453
13.99	565	ASHTON	1	JOHNSTON	1489 TRAPPERS TRAIL ROAD	9234-WCQ	Fairfield	168.11	TN	5	38558	2016	604.98	84078	41504
23.29	566	ENRIQUETA	4	PENDLETON	424 CHILTON DRIVE	1336-FVM	Nutting Lake	198.56	MA	5	1865	2896	0	83537	41597
13.59	567	JOLEEN	2	DELEON	1438 KAILYARD STREET	2379-PCX	Senoia	163.01	GA	5	30276	1273	0	84049	41427
7.59	568	TAWANNA	2	ARREDONDO	1317 WESLEYAN DRIVE	2231-OXK	Trout Dale	101.89	VA	4	24378	1275	101.89	84219	41427
13.59	569	ROWENA	5	TANNER	1728 SUNSET BEND CIRCLE	4241-UOF	Shimpstown	196.48	PA	5	17236	2752	0	83734	41583
20.59	570	SHEILA	5	PHELPS	1370 OWHAT CIRCLE	2553-FSW	Pittsgrove	102.95	NJ	1	8318	3207	0	84364	41629
21.99	571	JUSTIN	3	YANG	722 CUTWATER COURT	4491-GNC	Leonardtown	181.12	MD	4	20697	2926	1525.82	83878	41600
12.99	572	CAROLE	5	DREW	846 IRONWOOD PLACE	9688-ZUX	Tell City	462.35	IN	6	47586	1308	0	83906	41431
14.99	573	HAL	3	WILLARD	908 SARA LYNN PLACE	8400-JDC	East Falmouth	291.51	MA	6	2536	1387	754.32	83705	41439
21.99	574	ROSALBA	2	STERN	1910 ASHLEY CIRCLE	5516-FYH	Kennett Square	208.09	PA	4	19348	2423	0	83906	41548
29.99	575	CHEYENNE	3	PECK	245 MARLOWE AVENUE	9838-FUF	Wellesley	96.56	MA	2	2181	2429	475.15	83763	41548
19.99	576	MODESTA	2	FRAZIER	1264 CRESCENT DRIVE	5140-RTG	Neptune	88.91	NJ	4	7754	2249	0	83677	41529
5.59	577	NADINE	1	GIBSON	622 SUNDI WAY	3503-FGI	Harrington	5.59	ME	1	4643	1290	5.59	84021	41429
13.29	578	CARLOS	2	MCGEE	1667 GIBSTAY CIRCLE	9272-LTP	Glenmoore	250.08	PA	4	19343	2040	2714.93	84021	41507
29.99	579	LATOYA	5	MEDEIROS	1610 EAST 35TH AVENUE	6033-YFY	Grand Rapids	249.88	MI	5	49518	3162	1172.43	83509	41624
38.99	580	ALANNA	3	BAUER	1613 LEXINGTON AVENUE	5155-YQL	Faxon	327.03	PA	6	17701	3392	416.98	84219	41648
17.99	581	BONITA	5	BEAVER	1715 LORETTA PLACE	8338-JZU	Indianapolis	255.15	IN	5	46283	3426	0	83936	41652
21.99	582	MERCEDES	3	PETTY	1589 WINSTON PLACE	6116-NQU	Princeville	98.86	NC	2	27886	2402	449.88	84106	41546
35.99	583	LAWERENCE	4	REDMOND	287 TALISMAN ROAD	5508-OUB	Stephentown	311.7	NY	4	12169	1302	2258.7	84364	41430
10.99	584	DORTHA	2	WYNN	596 WASHINGTON CIRCLE	5587-PIP	New Haven Jct	21.98	VT	1	5472	1471	44.37	83936	41448
3.49	585	LORRAINE	2	HANNAH	173 LAUREL STREET	4667-JLN	Orange Beach	113.87	AL	4	36561	3302	0	83993	41639
22.59	586	KYLA	2	DAVID	1296 GREEN DRIVE	6249-NDN	Burlingham	300.34	NY	5	12722	1354	819.36	83705	41435
7.59	587	FREDDIE	3	KELLY	420 WEST 17TH AVENUE	2200-DAI	Hazlehurst	191.69	GA	3	31539	1315	0	83763	41431
10.99	588	IDELLA	1	BRANTLEY	1362 WATERS DRIVE	5587-PIP	Gateway Shopping Center	10.99	IN	1	47374	2484	810.77	83850	41555
8.99	589	MARGARETTE	3	GAY	5 TELDER STREET	7538-ITC	Cushing Island	181.72	ME	3	4109	2983	0	83964	41606
11.99	590	LORENZO	4	MCCULLOUGH	1317 ZODIAK DRIVE	6249-LYB	Miquon	338.65	PA	5	19452	1555	2479.63	83906	41457
21.59	591	TILLIE	3	MCGOWAN	152 GROH STREET	9138-QCV	East Hartford	154.31	CT	3	6138	2582	0	84049	41564
34.99	592	VALENTINE	2	ABEL	1407 CORONA CIRCLE	8821-DDM	Coburn	69.98	PA	1	16832	1327	0	84276	41432
14.69	593	BETTINA	1	FRASER	1418 NEPTUNE COURT	5587-MNY	Alpha	283.56	NJ	5	8865	3318	302.03	84392	41640
23.99	594	DOTTIE	5	HEALY	1427 BONNIE WAY	1433-MMY	Muddy Creek Forks	284.4	PA	2	17302	2539	0	84306	41560
19.99	595	MARLON	4	ROSEN	1399 COTTONWOOD STREET	8685-REM	Norris	291.88	TN	3	37828	2909	752.73	84021	41598
34.49	596	GLADYS	3	DONALDSON	82 DONINGTON DRIVE	4583-VCR	Water Valley	193.89	KY	4	42085	3293	471.59	84191	41638
35.99	597	FANNY	1	COVINGTON	115 COURAGE DRIVE	2699-GNS	Bausman	35.99	PA	1	17504	1771	0	84021	41479
35.49	598	EVELIA	2	OSBORN	1750 CHUGACH VIEW DRIVE	9702-WFX	Arlington	384.38	VA	5	22214	3025	749.21	83537	41610
15.89	599	META	2	MILTON	1781 EAST 75TH AVENUE	5794-JGQ	Newport	31.78	RI	1	2841	3136	142.27	83936	41622
14.59	600	DEBBIE	2	CHEN	1331 CHANDALAR STREET	9671-NYZ	Warren	67.13	NY	2	13439	1346	67.13	84392	41435
23.59	601	LON	5	ACEVEDO	1549 DOWNHILL CIRCLE	2996-VMO	Eagle Lake	333.64	FL	4	33839	2855	348.23	84078	41593
21.59	602	LENORA	3	TRAN	1907 BONANZA DRIVE	8523-UCB	Whitney	102.72	MS	2	38737	2625	1293.01	83593	41568
13.99	603	FRANCIS	1	DOLAN	1611 HALE COURT	5250-JDL	Poquonock	93.44	CT	2	6064	1352	0	83964	41435
22.59	604	KEVIN	1	RUBIN	837 TAYSHEE CIRCLE	1854-AFJ	Chas	262.06	SC	6	29408	1357	262.06	84306	41436
29.99	605	JACKIE	4	PEARCE	1916 NICKELL CIRCLE	4045-HUC	West Mansfield	196.9	OH	5	43358	2043	311.45	83649	41507
11.99	606	OMA	2	HOLLOWAY	1813 RAVEN CREST CIRCLE	7158-LJP	Wallace	306.32	SC	5	29596	2119	512.18	83792	41515
13.99	607	MADGE	1	BEARD	711 DON CIRCLE	8894-LUR	Graceland Hts	45.57	IN	2	47346	2233	0	83763	41527
13.59	608	HATTIE	2	WILEY	1521 BRIDLE LANE	2932-PBS	New Baltimore	61.16	OH	2	45030	1371	0	84306	41438
5.59	609	HENRY	1	WOOD	578 UNION SQUARE DRIVE	3503-FGI	Silver Spring	236.5	MD	4	20990	3307	1163.84	84134	41639
11.99	610	SAMMIE	4	MAYER	1105 STOWE CIRCLE	9336-MHC	Woodcliff	115.01	NJ	3	7047	3205	214.72	84364	41629
38.99	611	LUCIEN	3	SHAFER	1772 BUTTRESS HAUL ROAD	6865-HAO	Artie	188.92	WV	3	25008	1379	0	83537	41438
9.89	612	NICOLETTE	5	EVERETT	688 GREENSCREEK CIRCLE	2407-SUX	Nashville	250.44	TN	6	37238	1954	1488.18	84219	41498
13.59	613	HOWARD	2	LEBLANC	1914 SNOWMASS CIRCLE	2379-PCX	Jetson	180.36	KY	6	42252	1389	180.36	83792	41439
21.99	614	DEANGELO	2	CARTER	145 HANSA ROSE CIRCLE	3754-MAK	Merion	192.31	PA	3	19066	1397	192.31	84078	41440
12.99	615	VALERIA	3	POTTS	946 PADDOCK LANE	4912-YXS	Rectortown	116.92	VA	2	22140	3437	3073.44	83936	41654
21.99	616	JUNIOR	3	GOMES	521 THOMAS ROAD	1504-LVK	Newbern	257.9	TN	5	38059	1401	257.9	84021	41441
35.49	617	CESAR	3	TALLEY	1936 GENNY CIRCLE	9702-WFX	Ben Avon Heights	106.47	PA	1	15202	2661	0	84248	41572
15.59	618	ANITA	1	GUERRA	287 KIMBERLY DRIVE	7804-ZVW	Berwick	436.75	OH	5	44853	2482	700.63	84276	41554
21.59	619	CLARENCE	5	SPICER	63 KEPNER DRIVE	5379-BLX	Tasley	107.95	VA	1	23441	1405	0	83649	41441
23.29	620	KYLA	3	THORNE	991 SCHNEITER CIRCLE	2233-GJH	Bangor	207.97	NY	4	12966	1582	711.91	83509	41460
12.99	621	JAMEY	1	BONNER	995 GLADE PLACE	7316-MQD	Fayetteville	129.96	NC	2	28307	1556	450.72	83734	41457
43.99	622	DEE	5	GOMES	1981 GUNWALE CIRCLE	6488-MIG	Modoc	289.88	SC	4	29838	2925	753.39	83705	41600
29.99	623	IMELDA	3	CONKLIN	180 CHAFFEE CIRCLE	2351-WVS	Lyndon Corners	135.15	VT	2	5849	1413	0	83993	41442
9.99	624	LUCIANO	4	JUDD	488 PAWN PLACE	6596-HOO	Green Village	211.87	NJ	4	7935	1414	211.87	83537	41442
38.99	625	RACHEL	1	AVERY	1935 NEWELL STREET	2496-QMW	Goss Heights	307.71	MA	6	1050	2637	1745.09	84334	41570
21.99	626	ARMAND	4	CARPENTER	101 KENTLY COURT	5516-FYH	Chicopee Center	87.96	MA	1	1013	1418	0	83705	41442
23.99	627	ADA	3	PENN	1224 CHABLIS CIRCLE	7231-UES	Glenelg	107.96	MD	2	21737	2370	579.42	83878	41542
11.99	628	KIM	5	BROWNE	1178 DIVISION STREET	8988-FDW	Coral Gables	106.9	FL	3	33156	1421	106.9	83936	41443
12.59	629	ROXIE	1	MOSLEY	1700 GEESE CIRCLE	7883-NLQ	Camden	214.52	ME	3	4847	1523	0	83993	41453
21.99	630	MARYLIN	2	STANTON	1812 RAYMOND AVENUE	1010-MIW	Jackson	327.95	MI	6	49201	2863	639.58	84334	41593
16.99	631	CARRIE	3	FONTENOT	1261 HAMMOND AVENUE	5734-BGX	Friendship	234.41	NC	6	27410	2650	466.21	84134	41571
13.59	632	JOLENE	3	KRAUSE	1687 PONDS CIRCLE	2932-PBS	Lloyd	78.73	NY	2	12528	1896	0	84392	41492
9.89	633	ALECIA	4	WISE	580 EAST 55TH AVENUE	2407-SUX	Orange	127.9	PA	3	17859	2528	281.39	83537	41559
17.99	634	RICH	3	DOW	1700 HUCKLEBERRY STREET	8338-JZU	Oak Ridge	349.91	TN	6	37831	1942	0	83820	41496
29.99	635	LINNEA	3	LAY	90 EASTRIDGE DRIVE	4045-HUC	Canton	416.62	OH	5	44798	1439	0	83964	41444
21.99	636	STEVE	5	SAMS	1506 BOOTLEGGER COVE DRIVE	1010-MIW	Irving	253.09	NY	3	14081	2366	809.74	83565	41542
23.59	637	SHANA	1	BACON	1333 BAY CIRCLE	2996-VMO	Cateechee	118.94	SC	3	29667	2745	0	84219	41582
13.99	638	FREDERICK	2	DUTTON	1705 NORTON DRIVE	8894-LUR	Oxford	203.87	MS	4	39638	2238	548.5	84219	41528
21.99	639	EMILY	5	DODSON	703 BUCCANEER PLACE	1504-LVK	Levant	199.92	ME	2	4456	1944	72.29	84078	41497
15.59	640	PHIL	1	BOWMAN	166 MOUNTAIN POINT CIRCLE	4260-FGB	Creighton	81.55	PA	3	15030	2833	0	83677	41590
13.59	641	ELENA	5	HART	867 LUCERN AVENUE	2932-PBS	Farmington Hills	109.11	MI	4	48331	2138	0	83565	41518
36.99	642	JENNA	2	WEISS	716 PATTERSON COURT	3716-WZD	Trout Lake	73.98	MI	1	49793	3429	0	83649	41653
11.99	643	NINA	1	ALLEN	680 RED TALON DRIVE	1143-RGX	Robertsdale	11.99	AL	1	36574	1451	0	83621	41446
13.29	644	MERVIN	5	HUDSON	1272 GOOSE LAKE DRIVE	9272-LTP	Milton	393.91	FL	6	32572	1452	0	83593	41446
23.99	645	FERDINAND	5	WHALEN	1334 FYFE CIRCLE	1433-MMY	Penn Avon	119.95	PA	1	17870	1453	0	84191	41446
10.99	646	XIOMARA	2	HAINES	1515 FARPOINT DRIVE	7258-HCV	Summertown	109.94	TN	2	38483	3145	2320.26	84306	41623
38.99	647	ROSARIO	5	ROSADO	656 MINERVA WAY	3161-XJS	Shulls Mills	257.94	NC	2	28607	3037	0	83878	41611
32.99	648	DELOIS	2	DUNHAM	191 DEBORAH LANE	2870-QZR	Augusta	266.02	GA	6	30919	3378	0	84078	41647
13.59	649	ADAM	2	BELANGER	474 EAST 10TH AVENUE	4241-UOF	Fort Meade	89.94	MD	2	20755	1565	247.66	83850	41458
14.99	650	KRISTAL	2	JEFFERS	1328 ORIOLE DRIVE	9191-NGA	Railroad	29.98	PA	1	17355	1468	29.98	84219	41448
7.59	651	ERASMO	4	ARELLANO	1277 SELKIRK DRIVE	2200-DAI	Suwanee	30.36	FL	1	32692	1790	528.89	83649	41481
23.99	652	ELEANORE	4	MCMULLEN	697 DUNLAP AVENUE	2896-OZJ	Gastonia	145.72	NC	3	28052	1473	0	83677	41448
14.59	653	ANGELA	1	PONCE	494 PLACE STREET	9288-IRF	Wilton	110.55	NH	2	3086	2695	0	83936	41576
28.49	654	LAWRENCE	4	GALLAGHER	1337 WILLIS DRIVE	5496-MRA	Pleasant Gdns	491.37	NC	6	27313	2428	1631	83565	41548
43.99	655	IONE	2	FERNANDEZ	842 BETULA DRIVE	7224-FEU	Sandgap	87.98	KY	1	40481	2215	355.53	83565	41526
29.99	656	NANCY	5	CORBIN	807 EAST WHITNEY ROAD	6033-YFY	Fairmont	193.91	NC	2	28340	2902	572.95	84248	41598
