"CUST_BALANCE","CUST_CITY","CUST_CODE","CUST_FNAME","CUST_LNAME","CUST_STATE","CUST_STREET","CUST_ZIP","EMPLOYEE_ID","INV_DATE","INV_NUM","INV_TOTAL","LINE_NUM","LINE_PRICE","LINE_QTY","PROD_SKU"
40.08,"Gaithersburg",446,"FRANCISCO","CALLAHAN","MD","918 EAST 38TH AVENUE",20886,83936,41400,1022,119.94,2,9.99,1,"9786-DGO"
0,"Flushing",447,"LUPITA","SINGLETON","NY","1917 SAINT LAZARIA CIRCLE",11371,84276,41495,1930,85.74,2,6.59,3,"2366-EFV"
133.84,"South Lincoln",448,"ABDUL","BRAND","MA","1917 WINNERS CIRCLE",1773,84191,41434,1344,365.34,4,23.99,5,"7231-UES"
356.59,"Adamsville",449,"DUSTIN","FARRIS","RI","1270 WHIMBREL DRIVE",2801,83705,41531,2267,122.72,3,31.99,1,"2611-QYG"
187.92,"Frankford",450,"EMILIO","DALTON","DE","1714 PROVIDENCE DRIVE",19945,84364,41393,944,187.92,4,23.59,5,"1198-STR"
2941.5,"Lakewood",451,"ARTIE","WEIR","NY","840 SCENIC VIEW DRIVE",14750,83964,41447,1461,222.69,5,29.99,1,"2351-WVS"
90.14,"Lincklaen",452,"DIRK","GRAY","NY","1662 STEWART DRIVE",13052,84191,41393,948,90.14,3,13.99,3,"3298-YFL"
0,"Pantigo",453,"JONI","WHITT","NY","1736 VAIL DRIVE",11937,84219,41469,1674,67.77,1,22.59,3,"6249-NDN"
712.47,"Orlando",454,"LAUREEN","MCNAMARA","FL","1600 SHEBANOF AVENUE",32857,83763,41552,2458,204.15,5,3.29,1,"8937-WVA"
0,"Winston Salem",455,"ARLINE","HARTMAN","NC","527 EAST 155TH AVENUE",27104,83964,41612,3038,363.83,5,11.99,4,"8988-FDW"
0,"Thatcher",456,"RAFAEL","WALKER","OH","651 PERENOSA BAY DRIVE",43113,83964,41625,3166,173.92,2,38.99,4,"3161-XJS"
0,"Vicksburg",457,"SHAUNA","WERNER","IN","784 PEPPERTREE LOOP",47441,83537,41533,2282,224,4,23.29,2,"1336-FVM"
547.53,"Abel",458,"ELOISA","VALLE","AL","182 BRANDON STREET",36258,84049,41627,3189,224.52,3,13.29,2,"9272-LTP"
295.98,"Grahamtown",459,"EDWIN","RAMEY","MD","174 TRAPLINE CIRCLE",21532,83878,41506,2034,59.05,2,15.29,3,"9686-HQV"
0,"Litchfield",460,"SOFIA","FORD","CT","843 LORETTA STREET",6759,84106,41640,3309,357.03,6,23.59,2,"1198-STR"
179.4,"Pgh",461,"FERN","POWERS","PA","1619 NEW SEWARD HIGHWAY",15235,84219,41583,2755,124.22,3,23.29,2,"2233-GJH"
0,"Tams",462,"CORRINA","LUGO","WV","114 GALENA CIRCLE",25921,84134,41617,3087,193.54,2,35.99,5,"1203-AIS"
0,"Hawthorne",463,"SADIE","CASSIDY","NY","1617 BENZ CIRCLE",10532,83878,41396,982,61.95,1,12.39,5,"2584-CIJ"
1982.4,"Lakeville",464,"PATSY","HARRISON","MA","1171 COPPER MOUNTAIN CIRCLE",2347,84334,41585,2776,49.45,1,9.89,5,"2407-SUX"
1830.04,"Pinebluff",465,"MARGOT","ANDRADE","NC","1173 ECHO STREET",28373,84049,41398,994,277.04,5,11.99,4,"7158-LJP"
0,"Pacolet",466,"BRITNEY","BOWERS","SC","1562 ELLEN AVENUE",29372,84106,41473,1710,239.9,2,8.99,5,"7538-ITC"
0,"Olivia",467,"PHOEBE","MINER","NC","830 DISCOVERY HEIGHTS CIRCLE",28368,84420,41502,1992,64.77,1,21.59,3,"8523-UCB"
1359.91,"Spring Hope",468,"LOTTIE","FIGUEROA","NC","341 SOUTHWIND CIRCLE",27882,84364,41440,1395,355.46,5,18.59,3,"3610-RKR"
103.47,"Elkland",469,"GREGORY","BOYLE","PA","485 JENNIFER CIRCLE",16920,83593,41399,1004,103.47,1,34.49,3,"8207-YYG"
1141.85,"Ashland",470,"JULIAN","SEYMOUR","ME","147 CRABTREE LANE",4759,83850,41433,1334,329.67,4,17.79,1,"4153-VMO"
664.26,"Portland",471,"PHYLISS","KANE","IN","8 CHAFFEE CIRCLE",47371,84276,41442,1410,6.58,1,3.29,2,"3561-LYU"
0,"Fort Myers",472,"EVETTE","JAMISON","FL","1283 MAX CIRCLE",33903,83621,41632,3232,74.95,1,14.99,5,"7762-STV"
647.42,"Ridgeway",473,"SHASTA","AMOS","CT","1852 LITTLE BEND CIRCLE",6905,83878,41621,3131,150.98,5,13.99,2,"9268-RCB"
180.72,"Stryker",474,"KENYATTA","LEON","OH","1690 PULLEN CIRCLE",43557,84334,41400,1020,180.72,2,21.99,5,"7532-PYJ"
755.16,"Pompano Beach",475,"STELLA","BASS","FL","1547 EAST 17TH AVENUE",33063,84078,41412,1128,295.4,3,35.99,3,"2699-GNS"
0,"Capels",476,"ODELL","HOPPER","WV","1218 SHELLI DRIVE",24820,83820,41401,1024,293.85,5,13.99,4,"5250-JDL"
873.94,"Camp Johnson",477,"RANDELL","SEGURA","VT","827 CHARING CROSS CIRCLE",5446,83964,41634,3252,324.81,2,12.59,4,"1838-LZI"
1085.42,"Saint Augustine Beach",478,"ZELLA","GOLDMAN","FL","403 GENORA STREET",32086,83820,41495,1928,380.26,6,9.99,1,"4812-CMJ"
834.83,"Marshallville",479,"CATHLEEN","WHITMAN","GA","1712 NORTHFIELD DRIVE",31057,83734,41582,2741,64.77,1,21.59,3,"8523-UCB"
0,"Blounts Creek",480,"CLARK","KIDD","NC","506 EAST 71ST AVENUE",27814,83820,41637,3287,203.62,6,12.99,4,"7179-YXG"
427.79,"Needmore",481,"MILAN","PARRA","PA","1152 HOME PLACE",17238,83964,41440,1396,233.49,6,38.99,2,"6865-HAO"
451.09,"Latrobe",482,"SEAN","VOGT","PA","180 KNOWLES CIRCLE",15650,84049,41532,2273,136.87,3,3.99,3,"3036-PCT"
1090.09,"Miami",483,"DALIA","GOODMAN","FL","1823 BEACHVIEW PLACE",33013,83936,41569,2631,203.91,2,10.99,4,"5445-XOY"
2400.29,"Orchard Hill",484,"OLIVIA","CARMICHAEL","GA","1204 MATTHEWS DRIVE",30266,83763,41512,2087,47.18,1,23.59,2,"4465-QHD"
774.43,"Pittston",485,"DARLINE","VENTURA","PA","1168 RICHARD EVELYN BYRD STREET",18641,83677,41460,1583,91.91,4,12.99,1,"2116-PVN"
1094.5,"Fairdale",486,"LEE","MCGHEE","PA","1135 DELRIDGE CIRCLE",15320,83878,41486,1832,233.9,3,14.99,3,"1153-AWY"
0,"Gunter Afs-Eci",487,"ROSENDO","REYNA","AL","1009 HAMPSHIRE BOULEVARD",36118,84106,41609,3016,41.18,1,20.59,2,"4072-SWV"
856.04,"Tribes Hill",488,"GLORY","REILLY","NY","789 SUNSTONE CIRCLE",12177,84334,41546,2400,159.87,5,13.99,1,"9234-WCQ"
1853.07,"Jackson",489,"MARINA","HILTON","PA","1772 RHONE STREET",18825,83677,41547,2415,275.44,5,23.59,2,"1198-STR"
478.54,"Fechtig",490,"VELIA","STERN","SC","112 BETULA DRIVE",29916,84392,41655,3453,196.71,3,34.99,5,"8821-DDM"
192.88,"Fairdale",491,"LAKEISHA","BRUCE","PA","1792 INDIANA STREET",15320,84134,41589,2814,94.95,3,28.49,2,"5496-MRA"
0,"Union",492,"MOLLIE","STALLINGS","WV","1149 HERITAGE PLACE",24983,83792,41405,1070,70.52,3,11.59,5,"7627-HHI"
1229.59,"Needham Heights",493,"SOPHIE","CRANDALL","MA","1806 HIGHLAND PARK AVENUE",2194,84078,41650,3406,178.29,5,29.99,2,"2384-PGY"
0,"Culpeper",494,"SHAMIKA","HAM","VA","584 ESHAMY BAY DRIVE",22701,83936,41552,2460,161.67,4,7.59,4,"2231-OXK"
95.33,"Seney",495,"DUDLEY","HAMMOND","MI","1502 ENGLAND CIRCLE",49883,83906,41406,1073,95.33,3,12.39,1,"2584-CIJ"
729.58,"Rochester",496,"ANGELIA","RANKIN","NY","447 GULF CIRCLE",14642,84420,41621,3130,105.85,2,15.29,3,"9686-HQV"
797.42,"Iron City",497,"TERESITA","LOVE","TN","1499 EASTHAVEN CIRCLE",38463,83820,41490,1869,449.82,5,16.99,4,"8170-EKF"
1911.29,"Soldier",498,"GERARD","HARE","KY","1253 GALENA BAY LOOP",41173,84191,41591,2834,329.26,6,18.59,1,"4346-GCP"
1101.57,"Adelphi",499,"JERRI","BLAIR","OH","489 BRIDGESTONE COURT",43101,83649,41600,2931,386.76,4,23.59,4,"2996-VMO"
490.92,"Plantation",500,"DAMARIS","PAUL","FL","310 SEAWIND DRIVE",33318,84334,41593,2859,396.11,6,7.79,5,"8751-IOK"
506.87,"Point Farm",501,"BRENDON","HARDEN","VT","1242 BROWNIE DRIVE",5458,84334,41549,2433,83.46,3,14.99,1,"1153-AWY"
658.7,"Riverdale",502,"ENRIQUE","KNUTSON","MD","877 CHARLOTTE PLACE",20797,83850,41595,2881,228.07,4,31.99,4,"5980-BME"
414.1,"Brownstown",503,"JEANNA","KAPLAN","PA","1603 PORSCHE STREET",17508,84021,41553,2471,261.43,6,22.59,1,"1854-AFJ"
2623.31,"Spencer Mountain",504,"EUNICE","LEBLANC","NC","1104 MERRILL FIELD DRIVE",28054,83621,41641,3328,77.98,1,38.99,2,"2455-ZKN"
0,"Nelse",505,"EULALIA","SINGH","KY","1876 WEST 73RD CIRCLE",41550,84163,41440,1398,82.35,2,23.99,1,"5595-NYE"
359.36,"Kings Grove",506,"SUN","MCKENZIE","MD","760 THIEL CIRCLE",21529,84248,41491,1892,179.41,2,15.89,5,"2134-QFE"
3081.46,"Saint Marys",507,"TREVA","YOUNG","IN","1004 GRIZZLY LANE",46808,84306,41431,1312,406.8,6,25.99,1,"2046-RUS"
0,"Tyringham",508,"WHITNEY","MCCARTY","MA","554 KARLUK STREET",1264,83964,41574,2680,137.13,3,14.69,2,"5587-MNY"
0,"Northfield",509,"ELTON","DOOLEY","MA","796 HILLSIDE WAY",1360,84021,41446,1457,197.14,6,13.99,4,"5250-JDL"
1360.28,"New Haven",510,"ZELDA","BATES","IN","1078 WEST 71ST COURT",46774,83878,41495,1933,106.94,3,23.99,3,"5595-NYE"
0,"Jacinto",511,"CHRISTEN","ASH","MS","1817 MARY ESTHER DRIVE",38865,83649,41459,1570,116.92,2,8.99,3,"7538-ITC"
533.5,"Oella",512,"JETTIE","CHURCH","MD","1427 WINDFLOWER STREET",21043,83677,41457,1560,403.38,6,13.39,4,"2212-MNF"
0,"Marsh",513,"KURTIS","FUNK","PA","1418 INLET PLACE",19520,83964,41506,2031,70.77,1,23.59,3,"2996-VMO"
0,"Ely",514,"JEANNETTE","JORDAN","VT","1671 MAYWOOD CIRCLE",5045,83850,41592,2846,184.29,3,41.99,2,"3933-NSU"
643.14,"Albion",515,"BLAINE","BLACKBURN","NJ","824 PUMA DRIVE",8009,84134,41569,2632,415.9,6,32.99,2,"5541-HST"
0,"Ewing Township",516,"TERENCE","PAULSON","NJ","1828 STEWART MOUNTAIN DRIVE",8628,84134,41640,3315,232.2,5,17.79,3,"8571-CKP"
303.64,"Pocono Summit",517,"DENVER","WOLFE","PA","1519 SEWARD HIGHWAY",18346,84248,41550,2441,296.66,5,13.59,2,"7355-WBT"
229,"Ashville",518,"DANILO","SANCHEZ","PA","884 FAWN COURT",16613,84392,41412,1132,229,6,17.99,3,"8338-JZU"
1061.58,"East Salem",519,"HANK","BERGMAN","PA","1537 UPPER TERRACE STREET",17059,84134,41519,2152,169.94,2,19.99,1,"7658-HCW"
302.48,"Tampa",520,"NATHAN","NADEAU","FL","433 SPRING COURT",33634,83993,41413,1140,302.48,4,20.59,3,"2553-FSW"
518.2,"Harrison",521,"MELLISSA","WASHINGTON","PA","1783 SIERRA MESA CIRCLE",16927,84191,41511,2077,72.97,2,3.99,1,"3274-XJX"
390.13,"Welcome",522,"ALBERTA","LYON","NY","276 LAVERNE PLACE",13810,83677,41506,2029,68.57,2,43.99,1,"7224-FEU"
819.11,"Mableton",523,"JULIETA","BUSBY","GA","1303 KASKANAK DRIVE",30059,83850,41556,2499,245.9,3,25.99,2,"2046-RUS"
0,"Raleigh",524,"LETHA","LONGORIA","NC","827 SHARON GAGNON LANE",27614,84364,41542,2369,217.32,3,36.99,4,"3716-WZD"
0,"Garrard",525,"CLINTON","BOWDEN","KY","1228 YELLOWSTONE DRIVE",40941,83593,41414,1152,219.5,3,13.99,5,"5161-GIZ"
681.3,"Cambra",526,"NICK","STEIN","PA","992 LOCARNO DRIVE",18611,83537,41563,2567,252.68,5,42.99,1,"1403-TUY"
0,"Marshville",527,"LON","SLOAN","NY","253 SHADY BIRCH PLACE",13317,83621,41494,1920,96.33,5,20.99,1,"1200-KBU"
33.17,"Macy",528,"ANTOINE","HURD","IN","1086 ALPENHORN AVENUE",46951,84191,41439,1385,17.99,1,17.99,1,"2262-NBI"
618.58,"East Shoals",529,"LAWRENCE","ASH","IN","105 GILL WAY",47581,84276,41527,2229,171.73,2,38.99,3,"3161-XJS"
410.45,"Calvary",530,"EDNA","ARROYO","GA","842 EAST HENKINS ROAD",31729,84106,41561,2545,120.12,2,32.89,3,"6109-ZZO"
19.99,"Perkinsville",531,"EMMITT","THORPE","VT","1987 EAST LOOP ROAD",5151,83936,41416,1165,19.99,1,19.99,1,"7658-HCW"
2228.41,"North Miami",532,"MADONNA","SHELTON","FL","679 MOUNT MC KINLEY VIEW DRIVE",33169,83878,41505,2025,272.27,3,29.99,5,"2384-PGY"
0,"Sunapee",533,"NATHANAEL","BRUNER","NH","327 NEWCASTLE WAY",3782,83964,41475,1732,293.79,6,7.99,5,"2129-BCP"
0,"Joliett",534,"INDIA","KRAMER","PA","728 CURLEW CIRCLE",17981,84134,41501,1986,206.49,4,14.59,1,"1078-QXL"
0,"Cross Fork",535,"JULIO","BRITT","PA","692 CHILKAT COURT",17729,83734,41522,2183,116.45,1,23.29,5,"1074-VVJ"
715.04,"Huntington",536,"TAYLOR","BAXTER","WV","750 PUSSYWILLOW STREET",25721,84420,41604,2971,365.81,6,23.99,2,"5595-NYE"
1407.04,"Alpha",537,"BERT","ROBERSON","NJ","1482 LAURA LEE CIRCLE",8865,83993,41647,3379,191.33,2,31.99,5,"2611-QYG"
1456.9,"Normal",538,"CHIQUITA","CALDWELL","AL","1501 BRIGGS COURT",35762,84078,41420,1199,143.9,3,5.59,4,"3061-DOI"
2416.15,"Bowling Green",539,"WILFORD","HINTON","IN","1688 NORM CIRCLE",47833,84078,41641,3322,569.19,6,12.99,3,"7316-MQD"
772.74,"Abbot Village",540,"INGE","SAENZ","ME","534 MINERAL CIRCLE",4406,83792,41628,3199,116.55,2,4.29,2,"5602-QBF"
443.5,"Roseland",541,"CLIFTON","GIBBONS","IN","1990 UPPER TULWAR LOOP",46637,84134,41556,2500,264,5,23.29,1,"2233-GJH"
428.34,"Philadelphia",542,"SAMMY","SALTER","PA","128 KNOLL CIRCLE",19123,83649,41464,1621,217.06,5,23.29,2,"1663-CDD"
2754.39,"Hardwick",543,"KRISTEN","FERNANDEZ","GA","735 STEPHAN VALLEY DRIVE",31034,83734,41586,2790,186.61,4,19.99,2,"7658-HCW"
0,"Glens Falls",544,"DEB","HOLMAN","NY","1598 CHEROKEE COURT",12801,83565,41655,3449,61.83,2,12.99,4,"7179-YXG"
425.9,"Big Springs",545,"BOBBY","SHEARER","OH","1921 WOODS POINTE CIRCLE",43347,84334,41543,2375,414.91,6,15.79,5,"8909-SPD"
2980.01,"Miami",546,"DEANDRE","JAMISON","FL","1571 HANES STREET",33169,84392,41532,2279,280.44,5,14.59,5,"9858-XUM"
0,"Jackson",547,"LASHANDA","MULLER","MS","1085 ECHO DRIVE",39215,83850,41534,2292,229.96,6,23.59,2,"2996-VMO"
0,"Saint Marys",548,"HOUSTON","HAWKINS","IN","1522 NORTH KLATT ROAD",46818,84334,41521,2171,570.07,6,13.59,3,"4241-UOF"
677.45,"North Valley Stream",549,"RODRIGO","OBRIEN","NY","499 CEDAR WOODS CIRCLE",11580,84078,41556,2502,269.9,4,31.99,5,"2611-QYG"
0,"Hillsboro",550,"PATRICA","RYAN","OH","359 UPPER LOWLAND AVENUE",45133,84248,41609,3011,177.86,4,17.79,5,"4153-VMO"
1077,"Strongs",551,"DOREEN","HANLEY","MS","90 WHITE DRIVE",39730,83621,41583,2758,386.89,4,32.99,1,"5541-HST"
0,"Colonial Bch",552,"SCOTT","GOODRICH","VA","486 HAMMOND ROAD",22443,84276,41566,2602,53.97,1,17.99,3,"2262-NBI"
0,"Conklin",553,"JAYME","LOCKWOOD","MI","194 GROUSE DRIVE",49403,84106,41478,1761,220.79,4,12.29,3,"9413-EHI"
0,"Bristol",554,"JAMAL","CROWDER","CT","776 CAREER CENTER DRIVE",6010,84163,41606,2984,76.36,2,20.59,3,"3701-YAW"
904.9,"Killingly",555,"JERALD","PRICE","CT","819 LEGACY DRIVE",6239,84219,41620,3115,124.29,6,13.99,1,"9234-WCQ"
0,"Dayville",556,"LINNEA","HATFIELD","CT","1743 MESA PLACE",6241,84078,41553,2464,262.43,6,11.49,1,"4431-LGU"
1720.74,"Cedar Mountain",557,"ANGEL","PONCE","NC","1895 MINNESOTA SB OFF DIMOND RAMP",28718,83593,41624,3165,167.2,3,17.29,5,"5659-BFS"
0,"Wilkes Barre",558,"STEPHENIE","MCKENZIE","PA","1039 DELAWARE PLACE",18763,84248,41471,1698,215.73,3,32.89,2,"6109-ZZO"
440.93,"Ridgemede",559,"RUBY","MCMILLAN","IN","266 OLIVIA DRIVE",47401,83763,41500,1970,356.98,5,10.99,3,"6858-EJW"
0,"Pittsburgh",560,"ALIDA","ROMAN","PA","1769 SOUTHPARK LOOP",15226,83792,41590,2824,239.29,5,15.59,4,"4260-FGB"
0,"Canaan",561,"LENARD","MEAD","IN","252 KINGSTON DRIVE",47224,84106,41614,3056,19.99,1,19.99,1,"7658-HCW"
419.1,"Essex",562,"AMBROSE","HAMPTON","MD","1605 DAVID LANE",21221,84134,41601,2933,225.31,4,13.59,4,"6626-ROK"
0,"Columbus",563,"ADELAIDA","FOOTE","OH","1354 HOLLYBERRY CIRCLE",43291,83649,41437,1366,164.95,1,32.99,5,"9292-RQZ"
463.09,"Brant Beach",564,"FERN","PALMER","NJ","501 LYVONA LANE",8008,84021,41453,1516,126.24,2,7.59,3,"2200-DAI"
604.98,"Fairfield",565,"ASHTON","JOHNSTON","TN","1489 TRAPPERS TRAIL ROAD",38558,84078,41504,2016,168.11,5,13.99,1,"9234-WCQ"
0,"Nutting Lake",566,"ENRIQUETA","PENDLETON","MA","424 CHILTON DRIVE",1865,83537,41597,2896,198.56,5,23.29,4,"1336-FVM"
0,"Senoia",567,"JOLEEN","DELEON","GA","1438 KAILYARD STREET",30276,84049,41427,1273,163.01,5,13.59,2,"2379-PCX"
101.89,"Trout Dale",568,"TAWANNA","ARREDONDO","VA","1317 WESLEYAN DRIVE",24378,84219,41427,1275,101.89,4,7.59,2,"2231-OXK"
0,"Shimpstown",569,"ROWENA","TANNER","PA","1728 SUNSET BEND CIRCLE",17236,83734,41583,2752,196.48,5,13.59,5,"4241-UOF"
0,"Pittsgrove",570,"SHEILA","PHELPS","NJ","1370 OWHAT CIRCLE",8318,84364,41629,3207,102.95,1,20.59,5,"2553-FSW"
1525.82,"Leonardtown",571,"JUSTIN","YANG","MD","722 CUTWATER COURT",20697,83878,41600,2926,181.12,4,21.99,3,"4491-GNC"
0,"Tell City",572,"CAROLE","DREW","IN","846 IRONWOOD PLACE",47586,83906,41431,1308,462.35,6,12.99,5,"9688-ZUX"
754.32,"East Falmouth",573,"HAL","WILLARD","MA","908 SARA LYNN PLACE",2536,83705,41439,1387,291.51,6,14.99,3,"8400-JDC"
0,"Kennett Square",574,"ROSALBA","STERN","PA","1910 ASHLEY CIRCLE",19348,83906,41548,2423,208.09,4,21.99,2,"5516-FYH"
475.15,"Wellesley",575,"CHEYENNE","PECK","MA","245 MARLOWE AVENUE",2181,83763,41548,2429,96.56,2,29.99,3,"9838-FUF"
0,"Neptune",576,"MODESTA","FRAZIER","NJ","1264 CRESCENT DRIVE",7754,83677,41529,2249,88.91,4,19.99,2,"5140-RTG"
5.59,"Harrington",577,"NADINE","GIBSON","ME","622 SUNDI WAY",4643,84021,41429,1290,5.59,1,5.59,1,"3503-FGI"
2714.93,"Glenmoore",578,"CARLOS","MCGEE","PA","1667 GIBSTAY CIRCLE",19343,84021,41507,2040,250.08,4,13.29,2,"9272-LTP"
1172.43,"Grand Rapids",579,"LATOYA","MEDEIROS","MI","1610 EAST 35TH AVENUE",49518,83509,41624,3162,249.88,5,29.99,5,"6033-YFY"
416.98,"Faxon",580,"ALANNA","BAUER","PA","1613 LEXINGTON AVENUE",17701,84219,41648,3392,327.03,6,38.99,3,"5155-YQL"
0,"Indianapolis",581,"BONITA","BEAVER","IN","1715 LORETTA PLACE",46283,83936,41652,3426,255.15,5,17.99,5,"8338-JZU"
449.88,"Princeville",582,"MERCEDES","PETTY","NC","1589 WINSTON PLACE",27886,84106,41546,2402,98.86,2,21.99,3,"6116-NQU"
2258.7,"Stephentown",583,"LAWERENCE","REDMOND","NY","287 TALISMAN ROAD",12169,84364,41430,1302,311.7,4,35.99,4,"5508-OUB"
44.37,"New Haven Jct",584,"DORTHA","WYNN","VT","596 WASHINGTON CIRCLE",5472,83936,41448,1471,21.98,1,10.99,2,"5587-PIP"
0,"Orange Beach",585,"LORRAINE","HANNAH","AL","173 LAUREL STREET",36561,83993,41639,3302,113.87,4,3.49,2,"4667-JLN"
819.36,"Burlingham",586,"KYLA","DAVID","NY","1296 GREEN DRIVE",12722,83705,41435,1354,300.34,5,22.59,2,"6249-NDN"
0,"Hazlehurst",587,"FREDDIE","KELLY","GA","420 WEST 17TH AVENUE",31539,83763,41431,1315,191.69,3,7.59,3,"2200-DAI"
810.77,"Gateway Shopping Center",588,"IDELLA","BRANTLEY","IN","1362 WATERS DRIVE",47374,83850,41555,2484,10.99,1,10.99,1,"5587-PIP"
0,"Cushing Island",589,"MARGARETTE","GAY","ME","5 TELDER STREET",4109,83964,41606,2983,181.72,3,8.99,3,"7538-ITC"
2479.63,"Miquon",590,"LORENZO","MCCULLOUGH","PA","1317 ZODIAK DRIVE",19452,83906,41457,1555,338.65,5,11.99,4,"6249-LYB"
0,"East Hartford",591,"TILLIE","MCGOWAN","CT","152 GROH STREET",6138,84049,41564,2582,154.31,3,21.59,3,"9138-QCV"
0,"Coburn",592,"VALENTINE","ABEL","PA","1407 CORONA CIRCLE",16832,84276,41432,1327,69.98,1,34.99,2,"8821-DDM"
302.03,"Alpha",593,"BETTINA","FRASER","NJ","1418 NEPTUNE COURT",8865,84392,41640,3318,283.56,5,14.69,1,"5587-MNY"
0,"Muddy Creek Forks",594,"DOTTIE","HEALY","PA","1427 BONNIE WAY",17302,84306,41560,2539,284.4,2,23.99,5,"1433-MMY"
752.73,"Norris",595,"MARLON","ROSEN","TN","1399 COTTONWOOD STREET",37828,84021,41598,2909,291.88,3,19.99,4,"8685-REM"
471.59,"Water Valley",596,"GLADYS","DONALDSON","KY","82 DONINGTON DRIVE",42085,84191,41638,3293,193.89,4,34.49,3,"4583-VCR"
0,"Bausman",597,"FANNY","COVINGTON","PA","115 COURAGE DRIVE",17504,84021,41479,1771,35.99,1,35.99,1,"2699-GNS"
749.21,"Arlington",598,"EVELIA","OSBORN","VA","1750 CHUGACH VIEW DRIVE",22214,83537,41610,3025,384.38,5,35.49,2,"9702-WFX"
142.27,"Newport",599,"META","MILTON","RI","1781 EAST 75TH AVENUE",2841,83936,41622,3136,31.78,1,15.89,2,"5794-JGQ"
67.13,"Warren",600,"DEBBIE","CHEN","NY","1331 CHANDALAR STREET",13439,84392,41435,1346,67.13,2,14.59,2,"9671-NYZ"
348.23,"Eagle Lake",601,"LON","ACEVEDO","FL","1549 DOWNHILL CIRCLE",33839,84078,41593,2855,333.64,4,23.59,5,"2996-VMO"
1293.01,"Whitney",602,"LENORA","TRAN","MS","1907 BONANZA DRIVE",38737,83593,41568,2625,102.72,2,21.59,3,"8523-UCB"
0,"Poquonock",603,"FRANCIS","DOLAN","CT","1611 HALE COURT",6064,83964,41435,1352,93.44,2,13.99,1,"5250-JDL"
262.06,"Chas",604,"KEVIN","RUBIN","SC","837 TAYSHEE CIRCLE",29408,84306,41436,1357,262.06,6,22.59,1,"1854-AFJ"
311.45,"West Mansfield",605,"JACKIE","PEARCE","OH","1916 NICKELL CIRCLE",43358,83649,41507,2043,196.9,5,29.99,4,"4045-HUC"
512.18,"Wallace",606,"OMA","HOLLOWAY","SC","1813 RAVEN CREST CIRCLE",29596,83792,41515,2119,306.32,5,11.99,2,"7158-LJP"
0,"Graceland Hts",607,"MADGE","BEARD","IN","711 DON CIRCLE",47346,83763,41527,2233,45.57,2,13.99,1,"8894-LUR"
0,"New Baltimore",608,"HATTIE","WILEY","OH","1521 BRIDLE LANE",45030,84306,41438,1371,61.16,2,13.59,2,"2932-PBS"
1163.84,"Silver Spring",609,"HENRY","WOOD","MD","578 UNION SQUARE DRIVE",20990,84134,41639,3307,236.5,4,5.59,1,"3503-FGI"
214.72,"Woodcliff",610,"SAMMIE","MAYER","NJ","1105 STOWE CIRCLE",7047,84364,41629,3205,115.01,3,11.99,4,"9336-MHC"
0,"Artie",611,"LUCIEN","SHAFER","WV","1772 BUTTRESS HAUL ROAD",25008,83537,41438,1379,188.92,3,38.99,3,"6865-HAO"
1488.18,"Nashville",612,"NICOLETTE","EVERETT","TN","688 GREENSCREEK CIRCLE",37238,84219,41498,1954,250.44,6,9.89,5,"2407-SUX"
180.36,"Jetson",613,"HOWARD","LEBLANC","KY","1914 SNOWMASS CIRCLE",42252,83792,41439,1389,180.36,6,13.59,2,"2379-PCX"
192.31,"Merion",614,"DEANGELO","CARTER","PA","145 HANSA ROSE CIRCLE",19066,84078,41440,1397,192.31,3,21.99,2,"3754-MAK"
3073.44,"Rectortown",615,"VALERIA","POTTS","VA","946 PADDOCK LANE",22140,83936,41654,3437,116.92,2,12.99,3,"4912-YXS"
257.9,"Newbern",616,"JUNIOR","GOMES","TN","521 THOMAS ROAD",38059,84021,41441,1401,257.9,5,21.99,3,"1504-LVK"
0,"Ben Avon Heights",617,"CESAR","TALLEY","PA","1936 GENNY CIRCLE",15202,84248,41572,2661,106.47,1,35.49,3,"9702-WFX"
700.63,"Berwick",618,"ANITA","GUERRA","OH","287 KIMBERLY DRIVE",44853,84276,41554,2482,436.75,5,15.59,1,"7804-ZVW"
0,"Tasley",619,"CLARENCE","SPICER","VA","63 KEPNER DRIVE",23441,83649,41441,1405,107.95,1,21.59,5,"5379-BLX"
711.91,"Bangor",620,"KYLA","THORNE","NY","991 SCHNEITER CIRCLE",12966,83509,41460,1582,207.97,4,23.29,3,"2233-GJH"
450.72,"Fayetteville",621,"JAMEY","BONNER","NC","995 GLADE PLACE",28307,83734,41457,1556,129.96,2,12.99,1,"7316-MQD"
753.39,"Modoc",622,"DEE","GOMES","SC","1981 GUNWALE CIRCLE",29838,83705,41600,2925,289.88,4,43.99,5,"6488-MIG"
0,"Lyndon Corners",623,"IMELDA","CONKLIN","VT","180 CHAFFEE CIRCLE",5849,83993,41442,1413,135.15,2,29.99,3,"2351-WVS"
211.87,"Green Village",624,"LUCIANO","JUDD","NJ","488 PAWN PLACE",7935,83537,41442,1414,211.87,4,9.99,4,"6596-HOO"
1745.09,"Goss Heights",625,"RACHEL","AVERY","MA","1935 NEWELL STREET",1050,84334,41570,2637,307.71,6,38.99,1,"2496-QMW"
0,"Chicopee Center",626,"ARMAND","CARPENTER","MA","101 KENTLY COURT",1013,83705,41442,1418,87.96,1,21.99,4,"5516-FYH"
